risk_aversion,kappa,base_qty,overlay_p_market,join_best,improve_best,imbalance_sensitivity,imbalance_level,inv_penalty_lambda,mtm_mean,mtm_std,mtm_abs_mean,inv_mean,inv_abs_mean,spread_mean,sharpe_event_mean,sharpe_event_adj_mean,sharpe_event_pooled,sharpe_event_adj_pooled,fills_mean,filled_qty_mean,delta_count
0.3,0.5,1,0.05,False,True,0.0,1,0.1,11145.15,2040.6735686750314,11145.15,23.1,23.1,2.2,14.525441556491929,8.724954983318513,45.80759203777157,27.47552465108212,577.1,608.3,49386.0
0.2,0.01,2,0.05,False,True,0.5,1,0.1,4843.6,1541.866505966785,4843.6,8.4,8.4,2.0,12.66412467502796,8.71439090273707,40.17717951494372,26.985319476322577,637.9,1042.8,49223.9
0.3,0.01,1,0.05,False,True,1.0,1,0.1,11265.2,2760.943258703043,11265.2,22.6,22.6,2.0,14.26041705424812,8.680806103145866,45.03961118161807,27.559972198210023,568.2,606.4,49269.6
0.2,0.01,1,0.05,False,True,0.0,1,0.1,11302.4,2517.820892050196,11302.4,22.0,22.0,2.1,13.927996200978237,8.678709508688412,43.093462852500814,27.108330746937238,554.2,593.4,49419.7
0.1,0.05,2,0.05,False,True,0.0,1,0.1,4920.3,2042.912466172852,4920.3,7.0,7.2,2.3,12.572989591859507,8.661575756776738,39.17598640245784,27.9398193054791,623.2,1016.6,49211.6
0.3,0.05,1,0.05,False,True,1.0,1,0.1,11514.3,2068.570563886516,11514.3,23.7,23.7,1.6,14.193109829740806,8.617763293974638,44.75830202161743,27.179442297505716,550.4,587.9,49286.9
0.2,0.05,2,0.05,False,True,1.0,1,0.1,4608.45,1624.2323904950713,4608.45,6.8,7.2,2.2,11.610900082284676,8.60940474984305,36.92055787562008,26.287601993213336,620.0,1009.8,49171.6
0.2,0.2,1,0.05,False,True,0.0,1,0.1,11442.4,2366.096208244007,11442.4,24.4,24.4,1.8,14.565317258775323,8.592125967021799,45.882930363486174,27.19523021460325,559.5,595.2,49326.3
0.3,0.2,1,0.05,False,True,0.0,1,0.1,11442.4,2366.096208244007,11442.4,24.4,24.4,1.8,14.565317258775323,8.592125967021799,45.882930363486174,27.19523021460325,559.5,595.2,49326.3
0.3,0.5,1,0.05,False,True,1.0,1,0.1,11554.85,2148.7662745812486,11554.85,25.0,25.0,2.2,14.709500016947942,8.587883664177863,46.30535793149229,27.178038538960475,576.1,622.8,49346.7
0.3,0.01,1,0.05,False,True,0.0,1,0.1,11458.4,2431.341099978455,11458.4,24.4,24.4,2.1,14.47366752335459,8.586748901799561,45.367099072361775,27.028640080485914,564.9,603.0,49324.6
0.1,0.01,2,0.05,False,True,0.0,1,0.1,5007.45,2108.1973796745565,5007.45,7.5,7.9,1.9,11.933103244501424,8.540296989575468,38.452364128964724,26.970671704151307,633.7,1036.7,49244.9
0.3,0.05,2,0.05,False,True,1.0,1,0.1,4682.8,1071.8895102678364,4682.8,7.7,7.7,2.3,11.962330341141124,8.505987413545697,37.248123603813895,26.054659152593945,620.7,1012.1,49201.6
0.1,0.05,1,0.05,False,True,0.5,1,0.1,10886.9,3575.861549643977,10886.9,22.0,22.0,2.0,14.018354620519746,8.505434364055468,45.087591219144564,27.49252260644687,565.6,602.4,49340.3
0.1,0.05,1,0.05,False,True,1.0,1,0.1,10886.9,3575.861549643977,10886.9,22.0,22.0,2.0,14.018354620519746,8.505434364055468,45.087591219144564,27.49252260644687,565.6,602.4,49340.3
0.2,0.01,2,0.05,False,True,0.0,1,0.1,4826.7,1556.6616202630553,4826.7,8.6,8.6,1.9,12.296272958013677,8.500217805698385,39.201977779534424,26.311820158930807,634.5,1041.8,49192.9
0.2,0.05,2,0.05,False,True,0.5,1,0.1,4455.15,1790.1673269092287,4455.15,5.5,6.5,2.2,11.322915884858679,8.499227498110978,36.18960081192972,26.41481663702086,623.4,1016.7,49119.0
0.1,0.5,2,0.02,False,True,1.0,1,0.1,4975.15,1523.7155073117233,4975.15,10.0,10.0,1.9,13.637471013622807,8.484321027207388,42.9380230334502,26.69851950570088,249.0,397.0,49670.6
0.1,0.05,1,0.05,False,True,0.0,1,0.1,10863.0,3566.067574295872,10863.0,22.5,22.5,2.0,14.184901903736518,8.47708093354003,45.648560001066485,27.427300138593502,563.4,599.1,49370.9
0.2,0.2,1,0.05,False,True,1.0,1,0.1,11276.4,1965.3412454612333,11276.4,25.8,25.8,1.9,14.752676779473934,8.422818887640624,46.27676596935792,26.541486344629252,570.4,603.4,49318.7
0.1,0.2,2,0.05,False,True,1.0,1,0.1,4876.0,1394.6720044512258,4876.0,9.0,9.0,2.2,12.93999581431502,8.366985865631076,40.750419030034195,26.672583673885857,637.7,1040.0,49240.2
0.3,0.1,1,0.05,False,True,0.0,1,0.1,11418.55,2135.20167470585,11418.55,24.8,24.8,1.9,14.085913105706313,8.362655971002397,43.78354890007519,26.242628467426734,562.7,602.6,49406.8
0.2,0.05,2,0.02,False,True,1.0,1,0.1,5248.1,1411.1199413546988,5248.1,11.4,11.4,1.7,13.89002056506419,8.328319799636072,43.22712650307066,26.011106079280037,247.5,402.2,49685.5
0.2,0.05,2,0.02,False,True,0.5,1,0.1,5246.9,1410.985762586647,5246.9,11.4,11.4,1.7,13.883146800877787,8.325512017281362,43.20243552870593,25.99979650851462,247.5,402.2,49685.5
0.3,0.5,1,0.05,False,True,0.5,1,0.1,-17294.45,93458.51642081932,39355.75,23.5,23.5,2.5,13.771511616087004,8.32234834793291,-0.5816327537978068,-0.5784198888028477,574.8,615.1,49394.5
0.2,0.2,1,0.05,False,True,0.5,1,0.1,-12142.2,77239.58539296917,34249.4,24.0,24.0,2.0,13.875638591308258,8.25224775259318,-0.49770765970441355,-0.49429052700206116,559.8,594.4,49383.6
0.1,0.2,1,0.05,False,True,0.0,1,0.1,11049.25,3043.0565431815426,11049.25,24.1,24.1,1.9,13.962684594457393,8.243869560216243,43.08354436205389,25.94206678277011,559.5,598.7,49442.0
0.3,0.2,1,0.05,False,True,1.0,1,0.1,10586.85,2950.363386752366,10586.85,23.5,23.5,2.0,13.985339424906137,8.233509135752909,44.34606608796818,26.219208242708977,564.9,598.1,49328.0
0.2,0.2,2,0.05,False,True,0.5,1,0.1,4919.7,2097.8847971760083,4978.1,8.3,8.3,2.3,11.896955601962002,8.203954657082807,37.427398576582675,25.939111384731937,626.6,1024.7,49197.4
0.3,0.01,2,0.05,False,True,1.0,1,0.1,4831.8,1526.743433295559,4831.8,9.9,9.9,2.1,12.717778892394328,8.200753710442752,40.098487057376175,25.439057831646167,621.1,1019.7,49195.3
0.1,0.1,2,0.05,False,True,1.0,1,0.1,4536.5,1864.1276929318858,4536.5,5.7,7.5,2.2,11.582906198662883,8.186843482503718,37.589481716192864,26.177862870231777,615.2,1004.1,49205.4
0.1,0.5,1,0.05,False,True,1.0,1,0.1,-14798.1,87288.86200643114,37842.9,23.7,23.7,1.8,13.099159304772723,8.14857595718667,-0.5357508337996655,-0.5325429923664136,574.2,618.7,49284.0
0.2,0.2,2,0.02,False,True,0.0,1,0.1,4772.1,1556.3214963496455,4772.1,9.5,10.5,1.8,12.903623614932762,8.135379719893555,40.73057634986125,24.961944776315946,242.3,387.7,49685.6
0.3,0.2,2,0.02,False,True,0.0,1,0.1,4772.1,1556.3214963496455,4772.1,9.5,10.5,1.8,12.903623614932762,8.135379719893555,40.73057634986125,24.961944776315946,242.3,387.7,49685.6
0.1,0.1,2,0.02,False,True,0.5,1,0.1,5106.9,1271.596345805801,5106.9,11.1,11.1,1.7,13.16933771549652,8.122768355321531,41.45893534630478,25.357259553272666,245.5,397.1,49655.8
0.3,0.05,2,0.05,False,True,0.5,1,0.1,4691.75,1892.5687019674256,4691.75,7.7,8.1,2.1,11.717846422856045,8.113523983908536,36.054519087656956,25.094957871405693,619.8,1016.1,49225.9
0.1,0.1,2,0.05,False,True,0.0,1,0.1,4691.75,1892.5687019674256,4691.75,7.7,8.1,2.1,11.71696138688591,8.11320813662337,36.0525870214619,25.094021856846982,619.8,1016.1,49225.9
0.3,0.05,2,0.05,False,True,0.0,1,0.1,4691.75,1892.5687019674256,4691.75,7.7,8.1,2.1,11.71696138688591,8.11320813662337,36.0525870214619,25.094021856846982,619.8,1016.1,49225.9
0.3,0.1,2,0.05,False,True,1.0,1,0.1,4423.15,1579.423014373709,4423.15,7.1,7.9,2.8,11.740224341361955,8.105063850301667,37.15394772652415,25.349044055741917,627.6,1027.3,49249.4
0.1,0.01,1,0.05,False,True,0.0,1,0.1,10413.2,4023.654144900848,10413.2,20.9,20.9,1.9,12.929465972149139,8.076515461808304,40.79430644174493,25.89193163983169,561.8,595.7,49415.0
0.1,0.5,2,0.05,False,True,1.0,1,0.1,5043.6,1323.8976294764386,5043.6,10.2,11.2,2.2,12.760835502126753,8.016417868018241,40.50425201391722,24.828846689248756,646.7,1059.8,49268.4
0.2,0.05,1,0.05,False,True,0.0,1,0.1,10759.6,4273.619229905985,10765.6,22.9,22.9,2.1,13.311689130007249,7.985755180585103,44.00918488000205,26.536062156592287,563.5,602.7,49420.0
0.1,0.1,1,0.05,False,True,1.0,1,0.1,-7294.15,60319.46120082915,28489.25,23.0,23.0,1.7,13.282769262078993,7.963642252119881,-0.380857433654548,-0.3776694156749318,558.2,597.6,49406.8
0.2,0.5,2,0.02,False,True,1.0,1,0.1,4768.9,2004.7934473822152,4768.9,8.7,9.5,2.1,12.444266938904583,7.941223407345208,39.8555029617907,25.557642811661626,256.0,406.5,49649.3
0.3,0.2,2,0.05,False,True,0.5,1,0.1,4371.3,2123.2346942028494,4371.3,6.9,8.9,2.2,11.773904516386873,7.922214791236392,37.08441343671456,24.231965231554078,615.2,1015.9,49346.1
0.1,0.2,2,0.02,False,True,1.0,1,0.1,4387.0,1759.6347158809222,4387.0,10.2,10.2,1.6,12.415844698235968,7.9097894841760485,39.73547792431914,24.064968049899925,249.6,406.0,49679.1
0.3,0.01,1,0.05,False,True,0.5,1,0.1,-11123.2,73151.25843764488,32728.4,23.8,23.8,1.9,13.034966764681393,7.885342478884796,-0.49945040337354596,-0.495730025173757,569.6,607.6,49317.9
0.3,0.05,2,0.02,False,True,1.0,1,0.1,4965.45,1558.2566549762519,4965.45,11.5,11.5,1.8,13.368357059354363,7.86281839468584,41.87606145644805,24.870907638124002,245.8,400.9,49701.3
0.2,0.5,1,0.05,False,True,1.0,1,0.1,-12528.6,79045.1104439737,34965.2,23.8,23.8,1.5,12.567619472024516,7.801862317994374,-0.5100303147418841,-0.5065848673181977,577.3,626.6,49277.2
0.3,0.5,2,0.05,False,True,0.5,1,0.1,4715.75,2158.1858282929306,4767.35,9.8,9.8,1.8,11.943586415413705,7.783683752289485,38.047053530597196,24.479582315958933,652.7,1064.0,49135.7
0.2,0.05,2,0.02,False,True,0.0,1,0.1,5079.95,1950.0877822122093,5079.95,12.0,12.0,1.7,13.12971572434772,7.7647686473140896,41.929966073555605,24.693043887687395,248.1,397.8,49668.1
0.1,0.1,2,0.05,False,True,0.5,1,0.1,4456.8,1595.3790075645907,4456.8,8.8,8.8,1.9,11.76194042671473,7.751135393404113,37.694203181197956,24.76729684473144,616.5,1000.8,49177.2
0.2,0.5,2,0.02,False,True,0.5,1,0.1,4604.75,1533.645606788681,4604.75,11.4,11.4,1.7,13.009825814026428,7.740910229938575,41.414200518128176,24.03961499732836,251.9,402.4,49691.0
0.1,0.2,1,0.05,False,True,1.0,1,0.1,-14275.8,81477.40712246555,34945.4,23.8,23.8,1.8,12.912809305540947,7.693234809135351,-0.5590192167351156,-0.5553823762051857,554.8,587.8,49369.4
0.3,0.5,2,0.02,False,True,0.5,1,0.1,4301.55,1450.4990223674365,4301.55,9.5,9.5,2.0,12.490620580740355,7.688462145343688,39.19505684405272,24.351633753492994,248.9,406.5,49585.2
0.1,0.2,2,0.05,False,True,0.5,1,0.1,4348.2,2003.0653065295255,4348.2,7.0,9.0,2.4,11.352911861636594,7.684739096894789,36.40848604789667,23.81623540954521,623.6,1026.2,49225.4
0.2,0.05,2,0.05,False,True,0.0,1,0.1,4249.45,2212.247367246459,4488.45,4.0,7.4,2.1,10.789091409183905,7.632166308877389,34.71161399721723,24.379383814946245,620.1,1014.4,49158.1
0.1,0.2,2,0.02,False,True,0.0,1,0.1,4295.15,2029.3303363151324,4295.15,7.3,9.5,1.8,11.78380824450885,7.583476940398811,38.44090990686475,24.039433047938623,242.0,388.9,49646.4
0.3,0.1,2,0.02,False,True,0.0,1,0.1,4295.15,2029.3303363151324,4295.15,7.3,9.5,1.8,11.78380824450885,7.583476940398811,38.44090990686475,24.039433047938623,242.0,388.9,49646.4
0.3,0.2,2,0.02,False,True,1.0,1,0.1,4411.25,1528.9262254202386,4411.25,9.5,9.9,2.0,11.91195785014183,7.493026155677148,38.10165892385285,23.775551794302533,250.6,403.5,49654.7
0.2,0.1,2,0.05,False,True,0.5,1,0.1,-1236.55,19029.345893543243,9802.45,6.4,6.4,1.7,10.08703068403939,7.454539609628485,-0.2302774179761258,-0.22836977082597107,623.5,1011.4,49122.4
0.2,0.01,1,0.05,False,True,0.5,1,0.1,10584.0,4548.9969590376,10912.0,21.6,21.6,2.1,12.056583337845506,7.431950981880594,40.65341628256829,25.68206170335819,555.3,594.4,49369.7
0.1,0.2,1,0.05,False,True,0.5,1,0.1,-12181.95,73056.78436609353,31826.05,23.9,23.9,2.0,12.610656817633203,7.418562271148073,-0.5231411093355937,-0.5193974952876069,557.2,592.7,49315.4
0.2,0.1,2,0.02,False,True,1.0,1,0.1,4822.65,1735.050336285505,4822.65,12.8,12.8,1.7,12.967160996884802,7.407382801698778,41.45044639103002,23.344063980930176,241.0,387.0,49705.4
0.1,0.1,2,0.02,False,True,1.0,1,0.1,4800.1,1704.3995325822718,4800.1,11.9,11.9,1.6,12.617630059708627,7.4058555215043596,39.78439785911051,23.47075800629148,249.3,402.3,49662.5
0.2,0.1,2,0.02,False,True,0.0,1,0.1,4028.2,1514.5139337607811,4028.2,8.0,8.8,1.8,11.463127551463346,7.38989739592608,36.81785237449468,23.498172662911507,247.4,401.0,49666.0
0.2,0.01,1,0.05,False,True,1.0,1,0.1,10499.7,4499.488601805519,10827.7,22.4,22.4,2.1,12.017818307156675,7.310931887073016,40.543427159462176,25.21890572498972,556.6,594.8,49355.8
0.3,0.5,2,0.02,False,True,1.0,1,0.1,4646.6,1679.4023705539487,4646.6,12.1,12.1,1.6,12.490009977147057,7.251693920402497,39.8561523141226,23.015314002272323,249.9,393.5,49705.3
0.1,0.01,1,0.05,False,True,0.5,1,0.1,-13116.2,76849.98798821564,33232.4,23.1,23.1,1.9,11.738085225386737,7.246780003562379,-0.5554912440824772,-0.5516987620062149,556.9,592.9,49372.0
0.1,0.01,1,0.05,False,True,1.0,1,0.1,-13116.2,76849.98798821564,33232.4,23.1,23.1,1.9,11.738085225386737,7.246780003562379,-0.5554912440824772,-0.5516987620062149,556.9,592.9,49372.0
0.3,0.01,2,0.02,False,True,1.0,1,0.1,4152.4,1833.9758995144948,4171.6,11.2,11.2,1.7,12.077803704483287,7.108605132650057,38.74987275416166,22.314183792156182,246.6,407.2,49663.3
0.1,0.5,2,0.02,False,True,0.5,1,0.1,4453.15,1644.648308403147,4453.15,12.0,12.0,1.9,12.281998676499391,7.089138403132452,39.4287917861254,22.551850249575974,242.3,394.0,49609.9
0.3,0.1,2,0.02,False,True,0.5,1,0.1,-14268.6,60266.741117579375,22881.4,11.6,11.6,1.8,11.569025262203624,7.035950946996646,-0.7560899216714561,-0.7528303259112893,233.9,379.4,49617.3
0.1,0.05,2,0.02,False,True,0.0,1,0.1,4025.6,2168.2657022504313,4281.1,9.2,9.4,2.0,11.655834874818416,7.019470746905837,38.08210579132967,23.413568435058675,248.9,413.2,49636.6
0.1,0.05,2,0.05,False,True,0.5,1,0.1,-2944.45,23519.432505023018,10988.35,6.3,8.5,1.8,10.229213777044306,6.966125076920764,-0.39357853892495154,-0.39046638621541196,625.6,1026.7,49211.0
0.1,0.05,2,0.05,False,True,1.0,1,0.1,-2944.45,23519.432505023018,10988.35,6.3,8.5,1.8,10.229213777044306,6.966125076920764,-0.39357853892495154,-0.39046638621541196,625.6,1026.7,49211.0
0.3,0.2,1,0.05,False,True,0.5,1,0.1,10325.35,4799.115572744165,10775.95,21.5,21.9,1.9,11.95644064272695,6.962361532048292,41.369190140282164,25.594253273461167,557.2,596.1,49342.1
0.2,0.1,2,0.02,False,True,0.5,1,0.1,-2149.75,19635.180400170055,9421.05,6.6,7.4,1.7,10.340069663334654,6.895163651880862,-0.34051401753002447,-0.3377243617030263,247.5,398.8,49661.4
0.3,0.1,2,0.05,False,True,0.5,1,0.1,3847.05,2867.557240056421,4410.05,6.4,7.2,2.0,9.860600065138533,6.890656355456689,32.39451069209622,22.725148292504816,621.4,1018.8,49252.7
0.2,0.1,2,0.05,False,True,0.0,1,0.1,-1554.95,18949.05321066347,9484.05,7.1,7.1,1.7,9.517942157722757,6.8773066336060165,-0.2895771988892407,-0.2869182687584741,627.6,1021.3,49123.0
0.1,0.2,2,0.05,False,True,0.0,1,0.1,-7627.8,38606.77020376953,15853.0,10.2,10.2,1.7,10.82593139747764,6.834899145279869,-0.646852328740795,-0.642949445822117,631.4,1035.4,49249.9
0.3,0.1,2,0.05,False,True,0.0,1,0.1,-7627.8,38606.77020376953,15853.0,10.2,10.2,1.7,10.82593139747764,6.834899145279869,-0.646852328740795,-0.642949445822117,631.4,1035.4,49249.9
0.1,0.05,2,0.02,False,True,0.5,1,0.1,4024.5,2165.7905792881575,4280.0,10.0,10.2,1.8,11.637920269618888,6.803842335198994,38.03147455608199,22.649621104047373,247.5,409.6,49640.1
0.1,0.05,2,0.02,False,True,1.0,1,0.1,4024.5,2165.7905792881575,4280.0,10.0,10.2,1.8,11.637920269618888,6.803842335198994,38.03147455608199,22.649621104047373,247.5,409.6,49640.1
0.1,0.5,2,0.05,False,True,0.5,1,0.1,3665.55,2267.6223040640807,3665.55,3.9,7.9,2.4,9.664979589805988,6.790095284498504,30.004882382746594,20.65104073359947,630.6,1034.9,49061.0
0.3,0.2,2,0.02,False,True,0.5,1,0.1,3948.45,2174.1938665731823,3948.45,10.0,10.4,2.0,11.489439838050785,6.675859313806068,37.403865877174226,22.0745112362632,245.9,393.8,49684.3
0.1,0.1,1,0.02,False,True,0.0,1,0.1,8058.6,2136.489433627042,8058.6,26.4,26.4,1.5,12.957282971580401,6.640988144678819,41.002169223463774,21.052666913588716,209.2,231.6,49767.7
0.3,0.05,1,0.02,False,True,0.0,1,0.1,8058.6,2136.489433627042,8058.6,26.4,26.4,1.5,12.957282971580401,6.640988144678819,41.002169223463774,21.052666913588716,209.2,231.6,49767.7
0.3,0.05,1,0.02,False,True,0.5,1,0.1,8058.6,2136.489433627042,8058.6,26.4,26.4,1.5,12.957282971580401,6.640988144678819,41.002169223463774,21.052666913588716,209.2,231.6,49767.7
0.2,0.2,2,0.02,False,True,0.5,1,0.1,4144.0,2269.612081391884,4144.0,11.2,11.2,1.6,11.18395927896112,6.622244808803193,36.280409252231884,21.457878255746547,244.0,391.8,49628.4
0.2,0.01,2,0.02,False,True,1.0,1,0.1,-7292.2,37043.78186476706,15232.0,10.5,10.5,1.6,10.585813869775377,6.546560016161344,-0.6306668702377828,-0.6266573409930019,252.9,410.3,49643.8
0.1,0.5,1,0.02,False,True,1.0,1,0.1,8262.95,1157.1514221954226,8262.95,29.4,29.4,1.6,13.037546050168695,6.501583364820299,40.748927461064575,20.151640998300845,213.2,233.8,49698.4
0.3,0.1,2,0.02,False,True,1.0,1,0.1,-6109.35,33195.754768786996,13997.45,11.6,11.6,1.7,11.396416755504688,6.4896910530810255,-0.5818105767733727,-0.5773181391950833,252.1,410.2,49618.6
0.2,0.1,1,0.02,False,True,1.0,1,0.1,7208.15,1882.9177867518981,7208.15,25.0,25.0,1.6,12.5207379152118,6.350327587402356,39.49093585653666,20.09201141723501,201.6,216.2,49691.4
0.2,0.01,2,0.02,False,True,0.0,1,0.1,-7348.3,37055.975226825576,15494.5,8.6,9.8,1.4,10.108529548038886,6.3041458402559325,-0.6355181931349256,-0.6317454623009207,249.5,406.6,49647.0
0.3,0.01,2,0.02,False,True,0.5,1,0.1,-7504.75,36994.80818247789,15277.35,9.4,9.6,1.7,10.575434739433893,6.292723868111915,-0.6490542898629569,-0.6452797748520037,248.4,410.8,49635.7
0.3,0.5,1,0.02,False,True,1.0,1,0.1,7586.9,2061.076509443009,7586.9,27.8,27.8,1.9,12.870348447381284,6.270265253228156,40.64845430159565,19.82166684489265,209.4,226.4,49764.0
